0.0000000000e+00, 7.6709076011e+02
1.0000000000e-03, 7.6709278064e+02
2.0000000000e-03, 7.6709181975e+02
3.0000000000e-03, 7.6709190047e+02
4.0000000000e-03, 7.6709091471e+02
5.0000000000e-03, 7.6708877677e+02
6.0000000000e-03, 7.6708642153e+02
7.0000000000e-03, 7.6708281095e+02
8.0000000000e-03, 7.6707793537e+02
9.0000000000e-03, 7.6707281087e+02
1.0000000000e-02, 7.6706647351e+02
1.1000000000e-02, 7.6705997148e+02
1.2000000000e-02, 7.6705235801e+02
1.3000000000e-02, 7.6704468432e+02
1.4000000000e-02, 7.6703699547e+02
1.5000000000e-02, 7.6702932723e+02
1.6000000000e-02, 7.6702070531e+02
1.7000000000e-02, 7.6701314577e+02
1.8000000000e-02, 7.6700465664e+02
1.9000000000e-02, 7.6699623920e+02
2.0000000000e-02, 7.6698889029e+02
2.1000000000e-02, 7.6698060377e+02
2.2000000000e-02, 7.6697237167e+02
2.3000000000e-02, 7.6696418553e+02
2.4000000000e-02, 7.6695503669e+02
2.5000000000e-02, 7.6694591704e+02
2.6000000000e-02, 7.6693681893e+02
2.7000000000e-02, 7.6692773577e+02
2.8000000000e-02, 7.6691866169e+02
2.9000000000e-02, 7.6690859206e+02
3.0000000000e-02, 7.6689852307e+02
3.1000000000e-02, 7.6688745204e+02
3.2000000000e-02, 7.6687737747e+02
3.3000000000e-02, 7.6686629851e+02
3.4000000000e-02, 7.6685421518e+02
3.5000000000e-02, 7.6684312824e+02
3.6000000000e-02, 7.6683203882e+02
3.7000000000e-02, 7.6681994834e+02
3.8000000000e-02, 7.6680885832e+02
3.9000000000e-02, 7.6679677026e+02
4.0000000000e-02, 7.6678568550e+02
4.1000000000e-02, 7.6677460517e+02
4.2000000000e-02, 7.6676253010e+02
4.3000000000e-02, 7.6675146093e+02
4.4000000000e-02, 7.6674039793e+02
4.5000000000e-02, 7.6672934120e+02
4.6000000000e-02, 7.6671929066e+02
4.7000000000e-02, 7.6670824603e+02
4.8000000000e-02, 7.6669820697e+02
4.9000000000e-02, 7.6668817308e+02
5.0000000000e-02, 7.6667914353e+02
5.1000000000e-02, 7.6666911858e+02
5.2000000000e-02, 7.6666009760e+02
5.3000000000e-02, 7.6665108015e+02
5.4000000000e-02, 7.6664206595e+02
5.5000000000e-02, 7.6663405477e+02
5.6000000000e-02, 7.6662604640e+02
5.7000000000e-02, 7.6661804070e+02
5.8000000000e-02, 7.6661003760e+02
5.9000000000e-02, 7.6660203698e+02
6.0000000000e-02, 7.6659403885e+02
6.1000000000e-02, 7.6658704317e+02
6.2000000000e-02, 7.6658004997e+02
